Query,Name,Email,Website,Phone,Integrations,Google Maps URL
restaurants in Birmingham,Del Villaggio - Broad St,info@del-villaggio.co.uk,http://www.del-villaggio.co.uk/,+44 121 633 3553,"OpenTable, Tock",https://www.google.com/maps/place/Del+Villaggio+-+Broad+St/data=!4m7!3m6!1s0x4870bcf682185b19:0x9ccdb90247dab81f!8m2!3d52.4740634!4d-1.9159514!16s%2Fg%2F11b7q7z2tn!19sChIJGVsYgva8cEgRH7jaRwK5zZw?authuser=0&hl=en&rclk=1
restaurants in Birmingham,SIAMAIS,birmingham@siamais.co.uk,https://siamais.co.uk/,+44 121 643 3993,OpenTable,https://www.google.com/maps/place/SIAMAIS/data=!4m7!3m6!1s0x4870bcf69455ec95:0x1c18a31ec652c00e!8m2!3d52.4776097!4d-1.9130373!16s%2Fg%2F11c72t0k93!19sChIJlexVlPa8cEgRDsBSxh6jGBw?authuser=0&hl=en&rclk=1
restaurants in Birmingham,The Mayan,info@themayan.co.uk,https://themayan.co.uk/,+44 121 269 6952,SevenRooms,https://www.google.com/maps/place/The+Mayan/data=!4m7!3m6!1s0x4870bd4ed07c05a9:0x54950b75e3911593!8m2!3d52.4752339!4d-1.9064516!16s%2Fg%2F11tsxtlky8!19sChIJqQV80E69cEgRkxWR43ULlVQ?authuser=0&hl=en&rclk=1
restaurants in Birmingham,JAMAYA Birmingham,"ashley@jamaya.co.uk, nye@jamaya.co.uk, kerisha@jamaya.co.uk",https://jamaya.co.uk/jamaya-birmingham/,+44 121 212 1165,SevenRooms,https://www.google.com/maps/place/JAMAYA+Birmingham/data=!4m7!3m6!1s0x4870bd9fbf75e8e3:0xafb339c93dd4f371!8m2!3d52.4803095!4d-1.901892!16s%2Fg%2F11rhn_hjng!19sChIJ4-h1v5-9cEgRcfPUPck5s68?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Restaurant at Birmingham College of Food,,https://restaurant.ucb.ac.uk/,+44 121 604 1010,OpenTable,https://www.google.com/maps/place/Restaurant+at+Birmingham+College+of+Food/data=!4m7!3m6!1s0x4870bcf32924c4fd:0x8cb6bbe3c0d1ed27!8m2!3d52.4813912!4d-1.9063355!16s%2Fg%2F11bbrllz5j!19sChIJ_cQkKfO8cEgRJ-3RwOO7tow?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Takumi Japanese Restaurant,"booking@takumi.uk, info@takumi.uk",http://www.takumi.uk/,+44 121 439 3838,Tock,https://www.google.com/maps/place/Takumi+Japanese+Restaurant/data=!4m7!3m6!1s0x4870bdc2308f3555:0x2c397a729d64f9f8!8m2!3d52.4747794!4d-1.8976898!16s%2Fg%2F11j0v0xzry!19sChIJVTWPMMK9cEgR-PlknXJ6OSw?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Miyako Teppanyaki,info@miyakoteppanyaki.com,http://www.miyakoteppanyaki.com/,+44 121 622 5183,Tock,https://www.google.com/maps/place/Miyako+Teppanyaki/data=!4m7!3m6!1s0x4870bc89d05fc64d:0xa3335d7ac54c6bd7!8m2!3d52.4747823!4d-1.8959362!16s%2Fg%2F1tfl92s5!19sChIJTcZf0Im8cEgR12tMxXpdM6M?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Chaophraya Thai Restaurant,birmingham@chaophraya.co.uk,https://chaophraya.co.uk/birmingham/,+44 121 655 0324,SevenRooms,https://www.google.com/maps/place/Chaophraya+Thai+Restaurant/data=!4m7!3m6!1s0x4870bc86209545bb:0xe80031086a3dae0c!8m2!3d52.4771602!4d-1.8939292!16s%2Fg%2F119wh6tm5!19sChIJu0WVIIa8cEgRDK49aggxAOg?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Restaurant At The Woods,"filler@godaddy.com, hello@rfuenzalida.com, enquiries@atthewoods.co.uk, info@ndiscovered.com, impallari@gmail.com",http://www.atthewoods.co.uk/,+44 121 293 5083,"OpenTable, Tock",https://www.google.com/maps/place/Restaurant+At+The+Woods/data=!4m7!3m6!1s0x4870bc8ad2377609:0x4ba8210626c37db0!8m2!3d52.4759725!4d-1.9054357!16s%2Fg%2F11v3gkg6kw!19sChIJCXY30oq8cEgRsH3DJgYhqEs?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Banana Tree Birmingham Bullring,"cardiff@bananatree.co.uk, chelmsford@bananatree.co.uk, stevenage@bananatree.co.uk, westhampstead@bananatree.co.uk, birminghambullring@bananatree.co.uk, miltonkeynes@bananatree.co.uk, windsor@bananatree.co.uk, greenwich@bananatree.co.uk, soho@bananatree.co.uk, portsmouth@bananatree.co.uk, battersea@bananatree.co.uk, islington@bananatree.co.uk, coventgarden@bananatree.co.uk, henley@bananatree.co.uk, haywardsheath@bananatree.co.uk, bath@bananatree.co.uk, maidavale@bananatree.co.uk, theo2@bananatree.co.uk, oxford@bananatree.co.uk, salford@bananatree.co.uk",https://bananatree.co.uk/restaurants/birmingham-bullring/?utm_source=google&utm_medium=organic&utm_campaign=google_lpm_bananatree_birminghambullring,+44 121 272 8445,Tock,https://www.google.com/maps/place/Banana+Tree+Birmingham+Bullring/data=!4m7!3m6!1s0x4870bda408a5e08f:0x8929987f7d730729!8m2!3d52.477962!4d-1.8939764!16s%2Fg%2F11ks2sr1cf!19sChIJj-ClCKS9cEgRKQdzfX-YKYk?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Cucina Rustica,,https://cucinarustica.co.uk/,+44 121 233 2277,"OpenTable, Tock",https://www.google.com/maps/place/Cucina+Rustica/data=!4m7!3m6!1s0x4870bc929fec203d:0xfd33c6563ec4e62a!8m2!3d52.4846205!4d-1.9042845!16s%2Fg%2F1v3lpd23!19sChIJPSDsn5K8cEgRKubEPlbGM_0?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Cafe 1 Malaysia,,https://www.facebook.com/Cafe1Malaysia,+44 7309 734897,"Tock, Resy",https://www.google.com/maps/place/Cafe+1+Malaysia/data=!4m7!3m6!1s0x4870bd02bceb2e63:0xead118498c8b5a3e!8m2!3d52.4763791!4d-1.8979699!16s%2Fg%2F11kk7b8974!19sChIJYy7rvAK9cEgRPlqLjEkY0eo?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Fat Hippo Birmingham,"newcastle@fathippo.co.uk, leeds@fathippo.co.uk, headingley@fathippo.co.uk, liverpool@fathippo.co.uk, soho@fathippo.co.uk, birmingham@fathippo.co.uk, york@fathippo.co.uk, edinburgh@fathippo.co.uk, glasgow@fathippo.co.uk, jesmond@fathippo.co.uk, cardiff@fathippo.co.uk, durham@fathippo.co.uk, nottingham@fathippo.co.uk",https://fathippo.co.uk/,+44 121 820 0046,None,https://www.google.com/maps/place/Fat+Hippo+Birmingham/data=!4m7!3m6!1s0x4870bde41d8019d7:0x61c06d70f57f4e39!8m2!3d52.4797673!4d-1.9005131!16s%2Fg%2F11rycrcl9c!19sChIJ1xmAHeS9cEgROU5_9XBtwGE?authuser=0&hl=en&rclk=1
restaurants in Birmingham,La Galleria,info@lagalleriaitalianrestaurant.co.uk,https://www.lagalleriaitalianrestaurant.co.uk/,+44 121 643 5933,None,https://www.google.com/maps/place/La+Galleria/data=!4m7!3m6!1s0x4870bc8bf49109ef:0x500aa44b4a572e1a!8m2!3d52.4791362!4d-1.9011722!16s%2Fg%2F1tqpypkn!19sChIJ7wmR9Iu8cEgRGi5XSkukClA?authuser=0&hl=en&rclk=1
restaurants in Birmingham,The Rolling Mill,,https://therollingmill.co.uk/,+44 121 212 9814,OpenTable,https://www.google.com/maps/place/The+Rolling+Mill/data=!4m7!3m6!1s0x4870bd3bd47e5fdd:0xf1d98a4864d5e7ae!8m2!3d52.4877281!4d-1.9082208!16s%2Fg%2F11rjrznjln!19sChIJ3V9-1Du9cEgRrufVZEiK2fE?authuser=0&hl=en&rclk=1
restaurants in Birmingham,"Riva Blu Italian Restaurant & Bar, Birmingham",birmingham@rivablu.co.uk,https://rivablu.co.uk/birmingham/,+44 121 633 3636,"OpenTable, DesignMyNight (Collins)","https://www.google.com/maps/place/Riva+Blu+Italian+Restaurant+%26+Bar,+Birmingham/data=!4m7!3m6!1s0x4870bdd82c64aa6d:0xe8d02764a78a17da!8m2!3d52.4804536!4d-1.8984452!16s%2Fg%2F11h_vwcczt!19sChIJbapkLNi9cEgR2heKp2Qn0Og?authuser=0&hl=en&rclk=1"
restaurants in Birmingham,Qavali Restaurant & Cocktail Bar,enquiries@qavali.com,https://qavali.com/,+44 121 616 1786,SevenRooms,https://www.google.com/maps/place/Qavali+Restaurant+%26+Cocktail+Bar/data=!4m7!3m6!1s0x4870bdb6a87c9e05:0x8d1f8a9e518dfd69!8m2!3d52.4768712!4d-1.9123198!16s%2Fg%2F11mwkjhp9q!19sChIJBZ58qLa9cEgRaf2NUZ6KH40?authuser=0&hl=en&rclk=1
restaurants in Birmingham,The Wilderness,"reservations@wearethewilderness.co.uk, rachael@wearethewilderness.co.uk",http://wearethewilderness.co.uk/,+44 121 233 9425,"OpenTable, Tock",https://www.google.com/maps/place/The+Wilderness/data=!4m7!3m6!1s0x4870bc89a0dbc8cf:0xddf2d5c01f7e207f!8m2!3d52.487239!4d-1.910561!16s%2Fg%2F11cnwjnyc0!19sChIJz8jboIm8cEgRfyB-H8DV8t0?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Adam's Restaurant,"events@adamsrestaurant.co.uk, media@adamsrestaurant.co.uk, info@adamsrestaurant.co.uk, pr@adamsrestaurant.co.uk",https://www.adamsrestaurant.co.uk/,+44 121 643 3745,ResDiary (Dish Cult),https://www.google.com/maps/place/Adam%27s+Restaurant/data=!4m7!3m6!1s0x4870bc8c05fe9fad:0x5a2fd2d6635bac92!8m2!3d52.4799077!4d-1.9014492!16s%2Fg%2F12hm7hbzn!19sChIJrZ_-BYy8cEgRkqxbY9bSL1o?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Turtle Bay Birmingham,birmingham@turtlebay.co.uk,https://turtlebay.co.uk/restaurants/birmingham,+44 121 643 1303,ResDiary (Dish Cult),https://www.google.com/maps/place/Turtle+Bay+Birmingham/data=!4m7!3m6!1s0x4870bc8bb1906021:0x7ff67e9f62dc8d34!8m2!3d52.4769657!4d-1.9014865!16s%2Fg%2F1s04w5bcy!19sChIJIWCQsYu8cEgRNI3cYp9-9n8?authuser=0&hl=en&rclk=1
restaurants in Birmingham,The Lost & Found Birmingham,info@the-lostandfound.co.uk,https://www.lostandfoundbirmingham.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_MjMyMjYxMjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+44 121 643 9293,DesignMyNight (Collins),https://www.google.com/maps/place/The+Lost+%26+Found+Birmingham/data=!4m7!3m6!1s0x4870bc8c1116df33:0x7083b0dbd50c65da!8m2!3d52.4798747!4d-1.9006719!16s%2Fg%2F1hhlsh60s!19sChIJM98WEYy8cEgR2mUM1duwg3A?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Bonehead,info@boneheaduk.com,https://www.boneheaduk.com/,+44 121 439 5757,None,https://www.google.com/maps/place/Bonehead/data=!4m7!3m6!1s0x4870bc8baba40ff3:0x51ab6bed6543fdc!8m2!3d52.477154!4d-1.9010847!16s%2Fg%2F11f4ln9m87!19sChIJ8w-kq4u8cEgR3D9U1r62GgU?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Sabai Sabai,"moseley@sabaisabai.com, harborne@sabaisabai.com, birmingham@sabaisabai.com, solihull@sabaisabai.com, stratford@sabaisabai.com",https://www.sabaisabai.com/,+44 121 448 3850,ResDiary (Dish Cult),https://www.google.com/maps/place/Sabai+Sabai/data=!4m7!3m6!1s0x4870bc8c1e21a747:0xf5899a1ae57eae30!8m2!3d52.4803586!4d-1.8999222!16s%2Fg%2F11f15l_x_p!19sChIJR6chHoy8cEgRMK5-5RqaifU?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Gaucho Birmingham,"birmingham@gauchorestaurants.com, press@gauchorestaurants.com",https://gauchorestaurants.com/restaurants/birmingham/,+44 121 439 9236,"OpenTable, DesignMyNight (Collins)",https://www.google.com/maps/place/Gaucho+Birmingham/data=!4m7!3m6!1s0x4870bc8e5c496605:0x217257bc894b3135!8m2!3d52.4818432!4d-1.8999129!16s%2Fg%2F11dymwq4gh!19sChIJBWZJXI68cEgRNTFLibxXciE?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Dishoom Birmingham,press@dishoom.com,https://www.dishoom.com/birmingham/?utm_source=google&utm_medium=organic&utm_campaign=Yext&utm_content=D8-Birmingham&y_source=1_MjMwNDkyMDktNzE1LWxvY2F0aW9uLndlYnNpdGU=,+44 121 809 5986,"Tock, SevenRooms",https://www.google.com/maps/place/Dishoom+Birmingham/data=!4m7!3m6!1s0x4870bd6e6673e90b:0xd7a2a159c86c6ee6!8m2!3d52.4801962!4d-1.9047858!16s%2Fg%2F11j7r1t58t!19sChIJC-lzZm69cEgR5m5syFmhotc?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Indian Cafe Racer,booking@indiancaferacer.com,https://indiancaferacer.com/,+44 121 238 1104,"OpenTable, SevenRooms",https://www.google.com/maps/place/Indian+Cafe+Racer/data=!4m7!3m6!1s0x4870bdd52965a625:0xc19594baca8347a5!8m2!3d52.4715309!4d-1.8993946!16s%2Fg%2F11s4148sc3!19sChIJJaZlKdW9cEgRpUeDyrqUlcE?authuser=0&hl=en&rclk=1
restaurants in Birmingham,The Ivy Temple Row,groupdining@theivy-collection.com,https://ivycollection.com/restaurants-near-me/the-ivy-midlands/the-ivy-temple-row-birmingham/?utm_source=LocalGoogle&utm_medium=Organic,+44 121 725 2110,OpenTable,https://www.google.com/maps/place/The+Ivy+Temple+Row/data=!4m7!3m6!1s0x4870bc8ea6363601:0x5d6175ece0d9be9d!8m2!3d52.480536!4d-1.8988458!16s%2Fg%2F11f50c_n09!19sChIJATY2po68cEgRnb7Z4Ox1YV0?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Gusto Italian - Birmingham,birmingham@gustorestaurants.com,https://www.gustorestaurants.com/restaurants/birmingham?utm_source=google&utm_medium=organic&utm_campaign=gbp_birmingham,+44 121 200 2400,DesignMyNight (Collins),https://www.google.com/maps/place/Gusto+Italian+-+Birmingham/data=!4m7!3m6!1s0x4870bc8e85b8af0f:0x6d1d7dfe870c9ca6!8m2!3d52.481794!4d-1.8993985!16s%2Fg%2F11c5bk72j5!19sChIJD6-4hY68cEgRppwMh_59HW0?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Varanasi,"birmingham@varanasi.uk, info@varanasi.uk",http://varanasi.uk/,+44 121 633 3700,None,https://www.google.com/maps/place/Varanasi/data=!4m7!3m6!1s0x4870bcf7ccc00001:0x13e68ae45e77d516!8m2!3d52.4746894!4d-1.9148903!16s%2Fg%2F11c6cc8kpt!19sChIJAQDAzPe8cEgRFtV3XuSK5hM?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Tokyo izakaya Birmingham,tokyoizakayabirmingham@gmail.com,http://tokyoizakaya.co.uk/,+44 121 616 2627,Tock,https://www.google.com/maps/place/Tokyo+izakaya+Birmingham/data=!4m7!3m6!1s0x4870bdf6cc7876d9:0xf4f8393d00be7f89!8m2!3d52.4770857!4d-1.9016472!16s%2Fg%2F11r9gg9mz2!19sChIJ2XZ4zPa9cEgRiX--AD05-PQ?authuser=0&hl=en&rclk=1
restaurants in Birmingham,La Bellezza Birmingham,"barracuda.restaurant@bigmamma.com, barbarella@bigmamma.com, nlabellezza.birmingham@bigmamma.com, ciaomilano@gloria-osteria.com, ncircolo.london@bigmamma.com, love@bigmamma.com, circolo.london@bigmamma.com, ciaoparis@gloria-osteria.com, njacuzzi@bigmamma.com, carlotta@bigmamma.com, gloria.osteria@bigmamma.fullwhere-mail.com, pamela@bigsquadra.com, giorgia@bigsquadra.com, ciaobarcelona@gloria-osteria.com, gloria.london@bigmamma.com, privatisationuk@bigmamma.com, amore@bigmamma.com, ciaodubai@gloria-osteria.com, npamela@bigsquadra.com, ncarlotta@bigmamma.com, coccodrillo@bigsquadra.com, love@bigmamma.es, jacuzzi@bigmamma.com, ngloria.london@bigmamma.com, contact@bigmammagroup.com, eventos@labellezza.mx, private.events@bigsquadra.com, traiteurpalatino@bigmamma.com, ciaodublin@gloria-osteria.com, privatizaciones@bigmamma.com, edmondo@bigsquadra.com, ukpress@bigmamma.com, carmelo@bigmamma.com, avemario@bigmamma.com, biglove@bigmamma.com, navemario@bigmamma.com, labellezza.birmingham@bigmamma.com",https://www.bigmammagroup.com/italian-restaurants/la-bellezza-birmingham?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,+44 7863 758851,"OpenTable, SevenRooms",https://www.google.com/maps/place/La+Bellezza+Birmingham/data=!4m7!3m6!1s0x4870bd7c002fbd85:0x1477ebb4a72d40fd!8m2!3d52.4798262!4d-1.9048386!16s%2Fg%2F11ltxx3p2m!19sChIJhb0vAHy9cEgR_UAtp7TrdxQ?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Piccolino Birmingham,birmingham@piccolinorestaurants.com,https://piccolinorestaurants.com/our-restaurants/birmingham/,+44 121 634 3055,"OpenTable, DesignMyNight (Collins), Tock",https://www.google.com/maps/place/Piccolino+Birmingham/data=!4m7!3m6!1s0x4870bcf69ac80867:0x304b8cc7f794dbe!8m2!3d52.4773674!4d-1.9124616!16s%2Fg%2F1tdgtvcm!19sChIJZwjImva8cEgRvk15f8y4BAM?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Que Huong Restaurant and Karaoke,info@quehuong.co.uk,https://quehuong.co.uk/,+44 121 666 6957,None,https://www.google.com/maps/place/Que+Huong+Restaurant+and+Karaoke/data=!4m7!3m6!1s0x4870bdc5ebb40bbf:0xea3f2848b45f44f7!8m2!3d52.4753872!4d-1.8974871!16s%2Fg%2F11kq5vfvbq!19sChIJvwu068W9cEgR90RftEgoP-o?authuser=0&hl=en&rclk=1
restaurants in Birmingham,The Goat King,info@thegoatking.com,https://www.thegoatking.com/,+44 121 236 0519,Tock,https://www.google.com/maps/place/The+Goat+King/data=!4m7!3m6!1s0x4870a39588818bd7:0x90367f67834c9f2c!8m2!3d52.4872385!4d-1.9105611!16s%2Fg%2F11t57k481c!19sChIJ14uBiJWjcEgRLJ9Mg2d_NpA?authuser=0&hl=en&rclk=1
restaurants in Birmingham,MyLahore Birmingham,"blackburn@mylahore.co.uk, bradforddeli@mylahore.co.uk, bradford@mylahore.co.uk, leeds@mylahore.co.uk, birmingham@mylahore.co.uk, manchester@mylahore.co.uk, hello@mylahore.co.uk",http://www.mylahore.co.uk/,+44 121 771 1117,SevenRooms,https://www.google.com/maps/place/MyLahore+Birmingham/data=!4m7!3m6!1s0x4870bb808578fc27:0x35690b66b98c0ce0!8m2!3d52.471168!4d-1.879164!16s%2Fg%2F11b6s0rt95!19sChIJJ_x4hYC7cEgR4AyMuWYLaTU?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Bank Restaurant Bar & Grill,birmingham@therestaurantbarandgrill.com,https://therestaurantbarandgrill.com/our-restaurants/birmingham/,+44 121 633 4466,"OpenTable, DesignMyNight (Collins)",https://www.google.com/maps/place/Bank+Restaurant+Bar+%26+Grill/data=!4m7!3m6!1s0x4870bcf6c87c58bf:0x6485932ab2647a16!8m2!3d52.4783439!4d-1.9137856!16s%2Fg%2F1vqmhtfx!19sChIJv1h8yPa8cEgRFnpksiqThWQ?authuser=0&hl=en&rclk=1
restaurants in Birmingham,24 Stories,"press@evolvcollection.com, info@24stories.co.uk",https://24stories.co.uk/,+44 121 716 8186,OpenTable,https://www.google.com/maps/place/24+Stories/data=!4m7!3m6!1s0x4870bd93866c33d7:0x99c501f353be0730!8m2!3d52.4808837!4d-1.9015033!16s%2Fg%2F11s67b297w!19sChIJ1zNshpO9cEgRMAe-U_MBxZk?authuser=0&hl=en&rclk=1
restaurants in Birmingham,tamatanga,"work@tamatanga.com, eat@tamatanga.com",https://www.tamatanga.com/,+44 121 389 1919,DesignMyNight (Collins),https://www.google.com/maps/place/tamatanga/data=!4m7!3m6!1s0x4870bc8b0a05e441:0x50f7dadaf50ed4b0!8m2!3d52.4776539!4d-1.9023579!16s%2Fg%2F11gbfryxbm!19sChIJQeQFCou8cEgRsNQO9dra91A?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Perios Brindleyplace,,https://www.myperios.com/,+44 7398 530790,"DesignMyNight (Collins), SevenRooms",https://www.google.com/maps/place/Perios+Brindleyplace/data=!4m7!3m6!1s0x4870bdf86f9b8b6f:0xdae7ccc962170482!8m2!3d52.4785395!4d-1.9124211!16s%2Fg%2F11px94jlqg!19sChIJb4ubb_i9cEgRggQXYsnM59o?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Pasture Birmingham,hello@lukedagnall.com,https://pasturerestaurant.com/locations/pasture-birmingham/,+44 7907 868498,SevenRooms,https://www.google.com/maps/place/Pasture+Birmingham/data=!4m7!3m6!1s0x4870bd6e5fc95b9d:0x4e7c020f028c2de5!8m2!3d52.482232!4d-1.8984122!16s%2Fg%2F11vsny9s_z!19sChIJnVvJX269cEgR5S2MAg8CfE4?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Grand Central Kitchen,grandcentralkitchen.shop@gmail.com,https://grandcentralkitchen.shop/,+44 121 633 3883,None,https://www.google.com/maps/place/Grand+Central+Kitchen/data=!4m7!3m6!1s0x4870bc89576a68d1:0x6be9d882b1c527d9!8m2!3d52.4786996!4d-1.8990637!16s%2Fg%2F11bzsdfbw5!19sChIJ0WhqV4m8cEgR2SfFsYLY6Ws?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Cow & Sow (Birmingham),birmingham@thecowandsow.co.uk,https://thecowandsow.co.uk/birmingham/?utm_campaign=gmb&utm_medium=organic&utm_source=local,+44 121 798 2131,ResDiary (Dish Cult),https://www.google.com/maps/place/Cow+%26+Sow+%28Birmingham%29/data=!4m7!3m6!1s0x4870bd253fcb71d9:0x4252ec7f1adccc62!8m2!3d52.4803013!4d-1.9049463!16s%2Fg%2F11y7kq3f5s!19sChIJ2XHLPyW9cEgRYszcGn_sUkI?authuser=0&hl=en&rclk=1
restaurants in Birmingham,Haidilao Hot Pot Birmingham (next to St. Martin's Church),,https://www.superhiinternational.com/,+44 121 387 7787,None,https://www.google.com/maps/place/Haidilao+Hot+Pot+Birmingham+%28next+to+St.+Martin%27s+Church%29/data=!4m7!3m6!1s0x4870bd02fc59e165:0xdde9522a5690e024!8m2!3d52.4768113!4d-1.8939746!16s%2Fg%2F11p4zjvpjw!19sChIJZeFZ_AK9cEgRJOCQVipS6d0?authuser=0&hl=en&rclk=1
hotels in Birmingham,Premier Inn Birmingham City Centre (New St Station) hotel,"group.enquiries@whitbread.com, business@premierinn.com, kontakt@whitbread.com, leisuretours@premierinn.com, pi.accessible@whitbread.com",https://www.premierinn.com/gb/en/hotels/england/west-midlands/birmingham/birmingham-city-centre-new-st-station.html?cid=GLBC_BIREXC,+44 333 321 9318,None,https://www.google.com/maps/place/Premier+Inn+Birmingham+City+Centre+%28New+St+Station%29+hotel/data=!4m10!3m9!1s0x4870bc8b86e015b1:0xfb5138c9f9f9b91a!5m2!4m1!1i2!8m2!3d52.4786686!4d-1.8976924!16s%2Fg%2F1ptx7pym7!19sChIJsRXghou8cEgRGrn5-ck4Ufs?authuser=0&hl=en&rclk=1
hotels in Birmingham,Premier Inn Birmingham City Centre (Exchange Square) hotel,"group.enquiries@whitbread.com, business@premierinn.com, kontakt@whitbread.com, leisuretours@premierinn.com, pi.accessible@whitbread.com",https://www.premierinn.com/gb/en/hotels/england/west-midlands/birmingham/birmingham-city-centre-exchange-square.html?cid=GLBC_BIRESQ,+44 300 373 0322,None,https://www.google.com/maps/place/Premier+Inn+Birmingham+City+Centre+%28Exchange+Square%29+hotel/data=!4m10!3m9!1s0x4870bdb4c568e3b7:0xc6e8dc338b386371!5m2!4m1!1i2!8m2!3d52.4818827!4d-1.8921333!16s%2Fg%2F11j_317l63!19sChIJt-NoxbS9cEgRcWM4izPc6MY?authuser=0&hl=en&rclk=1
hotels in Birmingham,Premier Inn Birmingham City Centre Bridge Street hotel,"group.enquiries@whitbread.com, business@premierinn.com, kontakt@whitbread.com, leisuretours@premierinn.com, pi.accessible@whitbread.com",https://www.premierinn.com/gb/en/hotels/england/west-midlands/birmingham/birmingham-city-centre-bridge-street.html?cid=GLBC_BIRWHA,+44 333 777 3906,None,https://www.google.com/maps/place/Premier+Inn+Birmingham+City+Centre+Bridge+Street+hotel/data=!4m10!3m9!1s0x4870bcf518673f3f:0x13c0ae90a692d48a!5m2!4m1!1i2!8m2!3d52.476537!4d-1.908259!16s%2Fg%2F1thl08vx!19sChIJPz9nGPW8cEgRitSSppCuwBM?authuser=0&hl=en&rclk=1
hotels in Birmingham,Holiday Inn Express Birmingham - Star City by IHG,,https://www.ihg.com/holidayinnexpress/hotels/gb/en/birmingham/bhxsc/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-GB-_-BHXSC,+44 333 320 9358,None,https://www.google.com/maps/place/Holiday+Inn+Express+Birmingham+-+Star+City+by+IHG/data=!4m10!3m9!1s0x4870bb40b51f1e03:0xd9889fd2817bcf57!5m2!4m1!1i2!8m2!3d52.5021573!4d-1.8565737!16s%2Fg%2F11xkcbrrv!19sChIJAx4ftUC7cEgRV897gdKfiNk?authuser=0&hl=en&rclk=1
hotels in Birmingham,"Radisson Blu Hotel, Birmingham",,https://www.radissonhotels.com/en-us/hotels/radisson-blu-birmingham?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:ukirwe+h:GBBHX1,+44 121 654 6000,None,"https://www.google.com/maps/place/Radisson+Blu+Hotel,+Birmingham/data=!4m10!3m9!1s0x4870bc8a3db82073:0xcb343c122dce036!5m2!4m1!1i2!8m2!3d52.4754768!4d-1.9003098!16s%2Fg%2F11b6yc2l87!19sChIJcyC4PYq8cEgRNuDcIsFDsww?authuser=0&hl=en&rclk=1"
hotels in Birmingham,Hilton Birmingham Metropole,,https://www.hilton.com/en/hotels/bhxmetw-hilton-birmingham-metropole/?SEO_id=GMB-EMEA-TW-BHXMETW,+44 121 780 4242,None,https://www.google.com/maps/place/Hilton+Birmingham+Metropole/data=!4m10!3m9!1s0x4870b13ca80d5435:0x2480bedebe69595f!5m2!4m1!1i2!8m2!3d52.4505825!4d-1.715153!16s%2Fg%2F11bwybrvzm!19sChIJNVQNqDyxcEgRX1lpvt6-gCQ?authuser=0&hl=en&rclk=1
hotels in Birmingham,Arden Hotel & Leisure Club,reservations@ardenhotel.co.uk,http://www.ardenhotel.co.uk/,+44 1675 443221,TheFork,https://www.google.com/maps/place/Arden+Hotel+%26+Leisure+Club/data=!4m10!3m9!1s0x4870b125e2a7309b:0xee6637c23ccd4cf!5m2!4m1!1i2!8m2!3d52.44544!4d-1.721098!16s%2Fg%2F1vrq91zy!19sChIJmzCn4iWxcEgRz9TMI3xj5g4?authuser=0&hl=en&rclk=1
hotels in Birmingham,B&B HOTEL Birmingham Centre,"privacy.france@hotelbb.com, birmingham-centre@hotelbb.com",https://www.hotel-bb.com/en/hotel/birmingham-centre?utm_source=vz&utm_medium=referral&utm_content=birmingham-centre&utm_campaign=yext,+44 121 622 8800,Tock,https://www.google.com/maps/place/B%26B+HOTEL+Birmingham+Centre/data=!4m10!3m9!1s0x4870bc602966e057:0x1eb40e706d3dcb63!5m2!4m1!1i2!8m2!3d52.4738322!4d-1.9023664!16s%2Fg%2F1pxq53my1!19sChIJV-BmKWC8cEgRY8s9bXAOtB4?authuser=0&hl=en&rclk=1
